course_id,course_name,instructor_or_pi,question_id,topic,phase,question,option_A,option_B,option_C,option_D,answer,difficulty,discrimination,student_id,group,score
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q060,Data Structures,post,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.87,0.86,S1884,D,74.26
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q018,Feature Engineering,pre,What is the key role of feature engineering in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.66,0.54,S1885,A,61.65
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q018,Feature Engineering,post,What is the key role of feature engineering in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.64,0.66,S1885,A,87.14
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q052,Data Visualization,pre,What is the key role of data visualization in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.2,0.71,S1886,A,60.47
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q052,Data Visualization,post,What is the key role of data visualization in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.1,0.82,S1886,A,81.01
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q018,Data Structures,pre,What is the key role of data structures in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.5,0.55,S1887,C,36.56
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q018,Data Structures,post,What is the key role of data structures in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.46,0.55,S1887,C,46.61
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q014,Data Structures,pre,What is the key role of data structures in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.37,0.64,S1888,D,61.01
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q014,Data Structures,post,What is the key role of data structures in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.22,0.59,S1888,D,66.53
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q060,Machine Learning,pre,What is the key role of machine learning in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.52,0.54,S1889,D,69.66
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q060,Machine Learning,post,What is the key role of machine learning in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.6,0.45,S1889,D,83.78
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q051,AI Ethics,pre,What is the key role of ai ethics in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.82,0.82,S1890,A,42.17
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q051,AI Ethics,post,What is the key role of ai ethics in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.82,0.81,S1890,A,70.88
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q044,Blockchain Concepts,pre,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.81,0.8,S1891,B,46.46
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q044,Blockchain Concepts,post,What is the key role of blockchain concepts in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.79,0.78,S1891,B,74.22
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q020,AI Ethics,pre,What is the key role of ai ethics in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.73,0.64,S1892,B,42.44
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q020,AI Ethics,post,What is the key role of ai ethics in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.75,0.79,S1892,B,61.65
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q051,AI Ethics,pre,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.89,0.85,S1893,D,52.99
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q051,AI Ethics,post,What is the key role of ai ethics in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.74,0.72,S1893,D,61.87
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q045,Blockchain Concepts,pre,What is the key role of blockchain concepts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.43,0.53,S1894,B,62.53
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q045,Blockchain Concepts,post,What is the key role of blockchain concepts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.37,0.53,S1894,B,74.51
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q015,Data Structures,pre,What is the key role of data structures in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.69,0.58,S1895,C,36.84
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q015,Data Structures,post,What is the key role of data structures in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.76,0.53,S1895,C,60.25
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q041,Blockchain Concepts,pre,What is the key role of blockchain concepts in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.45,0.51,S1896,C,80.2
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q041,Blockchain Concepts,post,What is the key role of blockchain concepts in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.44,0.57,S1896,C,100
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q032,Smart Contracts,pre,What is the key role of smart contracts in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.21,0.77,S1897,A,39.08
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q032,Smart Contracts,post,What is the key role of smart contracts in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.24,0.86,S1897,A,46
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q024,Classification,pre,What is the key role of classification in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.32,0.74,S1898,A,54.89
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q024,Classification,post,What is the key role of classification in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.27,0.86,S1898,A,60.85
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q054,Neural Networks,pre,What is the key role of neural networks in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.4,0.69,S1899,D,69.33
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q054,Neural Networks,post,What is the key role of neural networks in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.44,0.76,S1899,D,77.76
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q028,Regression Models,pre,What is the key role of regression models in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.73,0.87,S1900,D,38.97
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q028,Regression Models,post,What is the key role of regression models in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.67,0.91,S1900,D,59.29
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q058,Machine Learning,pre,What is the key role of machine learning in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.22,0.89,S1901,D,79.26
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q058,Machine Learning,post,What is the key role of machine learning in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.1,0.89,S1901,D,100
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q041,Machine Learning,pre,What is the key role of machine learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.48,0.69,S1902,A,81.23
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q041,Machine Learning,post,What is the key role of machine learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.64,0.73,S1902,A,100
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q005,Machine Learning,pre,What is the key role of machine learning in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.39,0.56,S1903,B,46.6
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q005,Machine Learning,post,What is the key role of machine learning in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.35,0.48,S1903,B,75.28
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q046,Smart Contracts,pre,What is the key role of smart contracts in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.89,0.76,S1904,A,39.77
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q046,Smart Contracts,post,What is the key role of smart contracts in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.66,0.75,S1904,A,61.02
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q016,Data Structures,pre,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.72,0.68,S1905,D,57.74
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q016,Data Structures,post,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.9,0.51,S1905,D,67.77
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q025,Feature Engineering,pre,What is the key role of feature engineering in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.72,0.79,S1906,C,73.12
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q025,Feature Engineering,post,What is the key role of feature engineering in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.73,0.78,S1906,C,94.13
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q059,Regression Models,pre,What is the key role of regression models in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.87,0.79,S1907,A,43.12
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q059,Regression Models,post,What is the key role of regression models in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.91,0.81,S1907,A,60.01
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q033,Regression Models,pre,What is the key role of regression models in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.55,0.81,S1908,B,35
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q033,Regression Models,post,What is the key role of regression models in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.61,0.74,S1908,B,61.76
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q053,Neural Networks,pre,What is the key role of neural networks in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.74,0.83,S1909,A,45.43
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q053,Neural Networks,post,What is the key role of neural networks in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.81,0.94,S1909,A,68.95
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q052,Machine Learning,pre,What is the key role of machine learning in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.64,0.58,S1910,B,72.04
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q052,Machine Learning,post,What is the key role of machine learning in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.57,0.58,S1910,B,91.88
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q058,Feature Engineering,pre,What is the key role of feature engineering in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.71,0.75,S1911,A,59.75
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q058,Feature Engineering,post,What is the key role of feature engineering in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.78,0.82,S1911,A,75.73
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q054,Data Cleaning,pre,What is the key role of data cleaning in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.68,0.82,S1912,A,70.7
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q054,Data Cleaning,post,What is the key role of data cleaning in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.66,0.72,S1912,A,98.65
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q026,Data Visualization,pre,What is the key role of data visualization in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.35,0.69,S1913,D,61.49
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q026,Data Visualization,post,What is the key role of data visualization in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.38,0.56,S1913,D,90.4
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q048,Data Visualization,pre,What is the key role of data visualization in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.87,0.65,S1914,B,44
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q048,Data Visualization,post,What is the key role of data visualization in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.92,0.7,S1914,B,73.13
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q049,Neural Networks,pre,What is the key role of neural networks in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.84,0.66,S1915,A,74.03
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q049,Neural Networks,post,What is the key role of neural networks in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.86,0.64,S1915,A,88.16
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q033,Data Structures,pre,What is the key role of data structures in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.35,0.55,S1916,A,48.16
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q033,Data Structures,post,What is the key role of data structures in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.31,0.61,S1916,A,57.95
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q033,Data Visualization,pre,What is the key role of data visualization in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.55,0.66,S1917,B,79.77
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q033,Data Visualization,post,What is the key role of data visualization in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.56,0.66,S1917,B,99.46
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q046,Blockchain Concepts,pre,What is the key role of blockchain concepts in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.25,0.79,S1918,A,42.09
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q046,Blockchain Concepts,post,What is the key role of blockchain concepts in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.21,0.75,S1918,A,63.76
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q060,Data Structures,pre,What is the key role of data structures in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.69,0.76,S1919,A,51.24
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q060,Data Structures,post,What is the key role of data structures in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.82,0.74,S1919,A,77.78
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q048,Data Cleaning,pre,What is the key role of data cleaning in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.77,0.66,S1920,C,58.43
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q048,Data Cleaning,post,What is the key role of data cleaning in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.7,0.72,S1920,C,84.86
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q057,Classification,pre,What is the key role of classification in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.63,0.88,S1921,A,48.37
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q057,Classification,post,What is the key role of classification in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.67,0.91,S1921,A,74.14
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q005,Data Structures,pre,What is the key role of data structures in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.9,0.81,S1922,C,79.09
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q005,Data Structures,post,What is the key role of data structures in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.93,0.84,S1922,C,100
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q051,Feature Engineering,pre,What is the key role of feature engineering in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.4,0.93,S1923,A,73.95
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q051,Feature Engineering,post,What is the key role of feature engineering in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.31,0.9,S1923,A,97.93
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q001,Data Visualization,pre,What is the key role of data visualization in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.5,0.79,S1924,A,45.05
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q001,Data Visualization,post,What is the key role of data visualization in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.43,0.83,S1924,A,69.77
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q035,Neural Networks,pre,What is the key role of neural networks in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.52,0.53,S1925,D,75.39
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q035,Neural Networks,post,What is the key role of neural networks in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.55,0.67,S1925,D,100
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q002,Machine Learning,pre,What is the key role of machine learning in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.36,0.52,S1926,D,49.12
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q002,Machine Learning,post,What is the key role of machine learning in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.42,0.42,S1926,D,61.66
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q006,Classification,pre,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.57,0.9,S1927,D,81.86
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q006,Classification,post,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.55,0.9,S1927,D,100
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q040,Blockchain Concepts,pre,What is the key role of blockchain concepts in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.83,0.72,S1928,D,69.18
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q040,Blockchain Concepts,post,What is the key role of blockchain concepts in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.95,0.72,S1928,D,79.89
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q038,Data Structures,pre,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.81,0.75,S1929,B,78.72
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q038,Data Structures,post,What is the key role of data structures in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.86,0.65,S1929,B,100
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q031,Data Visualization,pre,What is the key role of data visualization in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.87,0.74,S1930,B,63.83
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q031,Data Visualization,post,What is the key role of data visualization in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.83,0.62,S1930,B,86.2
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q020,Blockchain Concepts,pre,What is the key role of blockchain concepts in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.25,0.67,S1931,A,38.04
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q020,Blockchain Concepts,post,What is the key role of blockchain concepts in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.26,0.64,S1931,A,48.93
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q021,Data Cleaning,pre,What is the key role of data cleaning in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.78,0.82,S1932,C,44.94
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q021,Data Cleaning,post,What is the key role of data cleaning in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.5,0.76,S1932,C,55.89
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q014,Data Structures,pre,What is the key role of data structures in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.27,0.74,S1933,D,64.64
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q014,Data Structures,post,What is the key role of data structures in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.11,0.6,S1933,D,77.16
