student_id,instrument,week,item_code,response,reflection_text,ai_response,instrument,item_code,subscale,response,week
S1751,MSLQ,3,Q4,5.2,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_SelfRegulation_1,SelfRegulation,6,1
S1752,NASA_TLX,7,Q5,3.19,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_Motivation_2,Motivation,7,5
S1753,MSLQ,10,Q10,4.39,The task was challenging but helped me learn new strategies.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Persistence_6,Persistence,2,5
S1754,SelfEfficacy,10,Q6,4.73,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_TD_2,TLX,1,2
S1755,NASA_TLX,11,Q8,3.33,The task was challenging but helped me learn new strategies.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_PD_8,TLX,3,4
S1756,MSLQ,5,Q9,3.79,I felt confident during the activity because I planned my steps carefully.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Effort_7,Effort,5,3
S1757,SelfEfficacy,7,Q9,2.25,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_MD_8,TLX,4,1
S1758,NASA_TLX,2,Q6,4.91,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_SelfRegulation_5,SelfRegulation,1,3
S1759,NASA_TLX,4,Q7,3.78,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Confidence_9,Confidence,4,4
S1760,MSLQ,2,Q9,4.81,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_CognitiveStrategy_1,CognitiveStrategy,2,5
S1761,MSLQ,12,Q6,4.21,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_PD_4,TLX,4,5
S1762,MSLQ,7,Q6,3.81,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Confidence_3,Confidence,5,1
S1763,SelfEfficacy,2,Q8,2.41,I felt confident during the activity because I planned my steps carefully.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Persistence_9,Persistence,5,2
S1764,MSLQ,11,Q5,2.59,I struggled to focus and need to improve my time management.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_MD_6,TLX,3,3
S1765,NASA_TLX,1,Q5,1.41,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Effort_8,Effort,3,1
S1766,NASA_TLX,9,Q5,3.44,I felt confident during the activity because I planned my steps carefully.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_FR_2,TLX,5,3
S1767,MSLQ,1,Q4,6.28,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_E_9,TLX,6,1
S1768,MSLQ,8,Q2,2.71,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_Motivation_5,Motivation,6,1
S1769,NASA_TLX,2,Q4,1.37,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_P_5,TLX,3,1
S1770,SelfEfficacy,12,Q6,4.96,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_PD_9,TLX,3,2
S1771,MSLQ,8,Q2,6.36,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Effort_4,Effort,3,4
S1772,MSLQ,3,Q9,4.3,The task was challenging but helped me learn new strategies.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_SelfRegulation_4,SelfRegulation,4,1
S1773,NASA_TLX,6,Q3,4.29,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Effort_6,Effort,1,5
S1774,MSLQ,3,Q4,3.69,I didn’t fully understand the instructions and relied on peers for clarification.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Persistence_2,Persistence,4,2
S1775,SelfEfficacy,7,Q4,2.21,The task was challenging but helped me learn new strategies.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Persistence_3,Persistence,2,1
S1776,NASA_TLX,10,Q8,2.55,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_PD_2,TLX,4,2
S1777,MSLQ,9,Q5,3.68,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_SelfRegulation_1,SelfRegulation,6,4
S1778,NASA_TLX,2,Q10,3.49,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_SelfRegulation_8,SelfRegulation,7,1
S1779,MSLQ,12,Q9,3.88,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Confidence_6,Confidence,4,1
S1780,MSLQ,12,Q10,4.83,I struggled to focus and need to improve my time management.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Persistence_4,Persistence,1,5
S1781,MSLQ,5,Q5,3.42,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_E_4,TLX,2,3
S1782,SelfEfficacy,6,Q2,4.85,I didn’t fully understand the instructions and relied on peers for clarification.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_CognitiveStrategy_4,CognitiveStrategy,1,2
S1783,SelfEfficacy,4,Q4,3.42,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_SelfRegulation_6,SelfRegulation,6,4
S1784,NASA_TLX,4,Q5,5.04,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_TD_9,TLX,7,5
S1785,MSLQ,4,Q4,4.09,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_E_9,TLX,4,2
S1786,MSLQ,2,Q6,3.56,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_SelfRegulation_4,SelfRegulation,2,3
S1787,SelfEfficacy,4,Q3,4.07,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Effort_3,Effort,1,1
S1788,MSLQ,11,Q5,3.71,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_PD_5,TLX,7,2
S1789,SelfEfficacy,1,Q1,4.11,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_SelfRegulation_6,SelfRegulation,3,3
S1790,MSLQ,12,Q9,4.76,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_CognitiveStrategy_5,CognitiveStrategy,1,1
S1791,NASA_TLX,6,Q3,3.91,I didn’t fully understand the instructions and relied on peers for clarification.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_PD_6,TLX,2,5
S1792,MSLQ,1,Q5,3.63,The task was challenging but helped me learn new strategies.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Persistence_5,Persistence,2,5
S1793,MSLQ,10,Q1,2.88,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Persistence_3,Persistence,5,2
S1794,SelfEfficacy,6,Q1,4.58,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_FR_4,TLX,7,2
S1795,MSLQ,1,Q9,4.35,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_Motivation_4,Motivation,2,1
S1796,MSLQ,6,Q5,2.82,I didn’t fully understand the instructions and relied on peers for clarification.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Persistence_1,Persistence,5,3
S1797,SelfEfficacy,10,Q3,4.84,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_PD_2,TLX,1,1
S1798,NASA_TLX,8,Q8,2.8,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_CognitiveStrategy_7,CognitiveStrategy,1,2
S1799,NASA_TLX,11,Q2,5.03,I felt confident during the activity because I planned my steps carefully.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_FR_4,TLX,1,3
S1800,SelfEfficacy,2,Q1,4.69,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_SelfRegulation_2,SelfRegulation,7,4
S1801,SelfEfficacy,2,Q10,4.42,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_SelfRegulation_6,SelfRegulation,5,3
S1802,SelfEfficacy,12,Q5,3.62,I felt confident during the activity because I planned my steps carefully.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_E_7,TLX,6,2
S1803,SelfEfficacy,4,Q8,4.58,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Persistence_3,Persistence,1,4
S1804,SelfEfficacy,11,Q8,5.08,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Persistence_8,Persistence,1,4
S1805,NASA_TLX,3,Q8,4.59,I didn’t fully understand the instructions and relied on peers for clarification.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Effort_9,Effort,6,4
S1806,NASA_TLX,4,Q6,3.33,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_PD_6,TLX,1,3
S1807,SelfEfficacy,12,Q3,4.27,I struggled to focus and need to improve my time management.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_Motivation_7,Motivation,2,5
S1808,MSLQ,7,Q1,5.13,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_FR_1,TLX,4,2
S1809,SelfEfficacy,11,Q5,6.2,I struggled to focus and need to improve my time management.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Persistence_9,Persistence,5,5
S1810,MSLQ,1,Q8,3.79,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_SelfRegulation_4,SelfRegulation,2,2
S1811,SelfEfficacy,6,Q2,4.86,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Confidence_9,Confidence,4,2
S1812,SelfEfficacy,3,Q2,5.13,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Effort_6,Effort,5,3
S1813,NASA_TLX,11,Q7,3.19,I felt confident during the activity because I planned my steps carefully.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_SelfRegulation_1,SelfRegulation,4,3
S1814,MSLQ,10,Q8,5.78,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Persistence_1,Persistence,3,4
S1815,MSLQ,7,Q2,2.93,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Effort_7,Effort,1,2
S1816,NASA_TLX,10,Q10,4.81,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_SelfRegulation_6,SelfRegulation,4,5
S1817,NASA_TLX,2,Q1,4.31,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_Motivation_1,Motivation,6,2
S1818,NASA_TLX,2,Q3,4.06,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_TD_7,TLX,5,3
S1819,NASA_TLX,4,Q3,6.55,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Confidence_8,Confidence,7,5
S1820,MSLQ,1,Q10,3.7,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_Motivation_5,Motivation,1,3
S1821,MSLQ,3,Q5,3.68,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_PD_5,TLX,1,4
S1822,SelfEfficacy,9,Q2,5.33,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_CognitiveStrategy_1,CognitiveStrategy,4,5
S1823,SelfEfficacy,7,Q4,4.76,I felt confident during the activity because I planned my steps carefully.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_P_8,TLX,2,5
S1824,NASA_TLX,7,Q2,5.28,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_FR_3,TLX,5,3
S1825,NASA_TLX,11,Q9,4.12,The task was challenging but helped me learn new strategies.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_SelfRegulation_8,SelfRegulation,7,3
S1826,NASA_TLX,4,Q7,4.32,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Effort_4,Effort,3,1
S1827,SelfEfficacy,2,Q10,5.9,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Effort_6,Effort,4,3
S1828,SelfEfficacy,4,Q10,3.16,The task was challenging but helped me learn new strategies.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Confidence_3,Confidence,5,5
S1829,SelfEfficacy,6,Q10,3.9,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_SelfRegulation_2,SelfRegulation,2,3
S1830,SelfEfficacy,11,Q4,4.8,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_CognitiveStrategy_7,CognitiveStrategy,7,2
S1831,SelfEfficacy,11,Q9,3.8,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_Motivation_5,Motivation,2,1
S1832,SelfEfficacy,3,Q7,3.43,The task was challenging but helped me learn new strategies.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_PD_5,TLX,6,2
S1833,SelfEfficacy,1,Q8,4.62,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_Motivation_9,Motivation,5,2
S1834,NASA_TLX,12,Q8,5.34,The task was challenging but helped me learn new strategies.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Confidence_9,Confidence,1,5
S1835,NASA_TLX,8,Q5,3.86,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Effort_8,Effort,6,3
S1836,NASA_TLX,12,Q10,3.83,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Effort_2,Effort,2,1
S1837,NASA_TLX,5,Q7,3.35,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_SelfRegulation_6,SelfRegulation,5,1
S1838,SelfEfficacy,5,Q5,3.7,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_SelfRegulation_8,SelfRegulation,7,5
S1839,MSLQ,11,Q10,5.08,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Persistence_4,Persistence,7,5
S1840,SelfEfficacy,4,Q10,4.08,I felt confident during the activity because I planned my steps carefully.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_Motivation_1,Motivation,7,4
S1841,MSLQ,6,Q1,3.2,The task was challenging but helped me learn new strategies.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_TD_8,TLX,4,1
S1842,NASA_TLX,3,Q10,4.26,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Persistence_5,Persistence,4,1
S1843,SelfEfficacy,9,Q2,5.05,I struggled to focus and need to improve my time management.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_Motivation_6,Motivation,3,1
S1844,NASA_TLX,5,Q4,3.44,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_CognitiveStrategy_9,CognitiveStrategy,7,4
S1845,SelfEfficacy,3,Q4,2.67,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_SelfRegulation_6,SelfRegulation,4,4
S1846,NASA_TLX,11,Q5,6.19,I struggled to focus and need to improve my time management.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_SelfRegulation_4,SelfRegulation,6,5
S1847,MSLQ,1,Q2,2.62,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_SelfRegulation_4,SelfRegulation,3,1
S1848,MSLQ,10,Q3,3.64,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Confidence_4,Confidence,6,1
S1849,MSLQ,12,Q4,4.23,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_MD_2,TLX,2,5
S1850,SelfEfficacy,6,Q3,3.73,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Effort_8,Effort,6,5
S1851,MSLQ,2,Q9,3.93,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Confidence_8,Confidence,1,4
S1852,SelfEfficacy,3,Q2,4.58,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Confidence_3,Confidence,1,1
S1853,MSLQ,1,Q3,1.61,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_SelfRegulation_3,SelfRegulation,3,1
S1854,MSLQ,9,Q1,2.73,The task was challenging but helped me learn new strategies.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_SelfRegulation_8,SelfRegulation,4,1
S1855,SelfEfficacy,8,Q7,4.04,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Confidence_1,Confidence,5,4
S1856,SelfEfficacy,12,Q8,3.6,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_SelfRegulation_5,SelfRegulation,3,5
S1857,MSLQ,2,Q10,4.13,The task was challenging but helped me learn new strategies.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_CognitiveStrategy_5,CognitiveStrategy,1,4
S1858,SelfEfficacy,12,Q8,4.23,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Persistence_7,Persistence,3,2
S1859,MSLQ,11,Q5,1.88,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Persistence_2,Persistence,4,4
S1860,SelfEfficacy,8,Q1,5.27,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Persistence_7,Persistence,4,1
S1861,NASA_TLX,12,Q4,3.5,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Confidence_4,Confidence,5,5
S1862,NASA_TLX,9,Q5,3.13,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_SelfRegulation_6,SelfRegulation,2,5
S1863,NASA_TLX,1,Q5,4.21,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Confidence_1,Confidence,5,4
S1864,NASA_TLX,5,Q8,4.11,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Persistence_5,Persistence,5,5
S1865,NASA_TLX,8,Q2,5.2,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Effort_5,Effort,6,3
S1866,MSLQ,11,Q4,4.27,I didn’t fully understand the instructions and relied on peers for clarification.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Effort_2,Effort,4,3
S1867,NASA_TLX,2,Q5,5.16,I didn’t fully understand the instructions and relied on peers for clarification.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Persistence_2,Persistence,6,2
S1868,NASA_TLX,4,Q10,3.06,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_P_2,TLX,2,5
S1869,NASA_TLX,7,Q4,4.14,The task was challenging but helped me learn new strategies.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_CognitiveStrategy_4,CognitiveStrategy,5,4
S1870,NASA_TLX,3,Q7,2.89,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_PD_1,TLX,1,1
S1871,SelfEfficacy,12,Q2,4.1,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_CognitiveStrategy_9,CognitiveStrategy,1,5
S1872,MSLQ,5,Q9,3.89,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_Motivation_4,Motivation,7,1
S1873,NASA_TLX,8,Q4,3.84,The task was challenging but helped me learn new strategies.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_Motivation_8,Motivation,4,3
S1874,NASA_TLX,12,Q3,3.85,I felt confident during the activity because I planned my steps carefully.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Persistence_9,Persistence,5,1
S1875,NASA_TLX,10,Q5,4.74,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_PD_1,TLX,5,4
S1876,MSLQ,3,Q3,2.39,The task was challenging but helped me learn new strategies.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_P_6,TLX,5,3
S1877,SelfEfficacy,4,Q2,3.1,I felt confident during the activity because I planned my steps carefully.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Effort_8,Effort,2,3
S1878,MSLQ,9,Q1,3.96,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_FR_6,TLX,2,4
S1879,SelfEfficacy,7,Q3,2.82,I felt confident during the activity because I planned my steps carefully.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_TD_4,TLX,1,4
S1880,NASA_TLX,1,Q5,4.05,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_Motivation_4,Motivation,7,2
S1881,NASA_TLX,12,Q10,3.95,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Persistence_1,Persistence,2,5
S1882,MSLQ,4,Q10,2.6,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_PD_5,TLX,5,3
S1883,MSLQ,4,Q5,2.55,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_CognitiveStrategy_9,CognitiveStrategy,4,1
S1884,SelfEfficacy,9,Q8,1.38,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Persistence_9,Persistence,2,1
S1885,SelfEfficacy,6,Q2,2.78,I didn’t fully understand the instructions and relied on peers for clarification.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Persistence_1,Persistence,3,2
S1886,MSLQ,9,Q8,4.01,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_Motivation_7,Motivation,1,4
S1887,SelfEfficacy,12,Q5,4.16,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_CognitiveStrategy_3,CognitiveStrategy,2,3
S1888,MSLQ,6,Q7,4.2,I didn’t fully understand the instructions and relied on peers for clarification.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_CognitiveStrategy_9,CognitiveStrategy,1,2
S1889,SelfEfficacy,6,Q5,3.22,I struggled to focus and need to improve my time management.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_CognitiveStrategy_1,CognitiveStrategy,6,3
S1890,MSLQ,5,Q9,3.98,The task was challenging but helped me learn new strategies.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_Motivation_9,Motivation,4,5
S1891,MSLQ,5,Q9,4.4,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Effort_8,Effort,7,3
S1892,MSLQ,2,Q8,2.73,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_FR_2,TLX,4,1
S1893,SelfEfficacy,8,Q8,4.12,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Confidence_1,Confidence,2,1
S1894,SelfEfficacy,8,Q2,4.66,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Confidence_8,Confidence,5,3
S1895,SelfEfficacy,11,Q10,3.51,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_FR_2,TLX,7,3
S1896,MSLQ,1,Q1,5.06,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_E_5,TLX,4,5
S1897,SelfEfficacy,8,Q7,3.53,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_Motivation_9,Motivation,1,3
