event_id,timestamp,user_id,session_id,sequence_index,event_type,activity_name,page,course_id,course_name,exercise_id,resource_id,reflection_id,device,browser,os,network_type,referrer,latency_ms,error_code,success_flag,dwell_time_sec,session_duration_sec,inactivity_seconds,tab_switch_count
evt_de79d4c6d04b4b45,2025-10-05T03:56:33+08:00,S1942,sess_8add5358a6f1,11,start_exercise,Start Exercise,/exercise,BSDS3001,Data Analytics Foundations,EX865,,,Desktop,Chrome,macOS,wifi,direct,190,ERR_TIMEOUT,0,34.95,919.9,392,3
evt_efe310964f6a4b75,2025-10-07T01:00:34+08:00,S1570,sess_4fb5ec4deddd,22,start_exercise,Start Exercise,/exercise,BSDS3002,Machine Learning Applications,EX965,,,Desktop,Safari,macOS,wifi,direct,226,,0,47.81,1018.0,169,4
evt_9a63f0ca24a54c7a,2025-09-30T04:45:11+08:00,S1612,sess_9f9e7eac9732,32,write_reflection,Write Reflection,/reflection,BSDS3001,Data Analytics Foundations,,,RF503,Laptop,Firefox,Windows,wifi,direct,170,ERR_VALIDATION,0,13.99,282.7,38,0
evt_60cc1bd3e18344bc,2025-10-02T19:12:33+08:00,S1512,sess_4dd21e62b023,31,start_exercise,Start Exercise,/exercise,BSDS3002,Machine Learning Applications,EX386,,,Desktop,Edge,Windows,ethernet,email,160,,0,29.06,359.5,449,4
evt_fac82e1360054a69,2025-09-27T17:45:57+08:00,S1071,sess_b60e838e368a,20,start_exercise,Start Exercise,/exercise,BSDS3004,AI and Society,EX148,,,Laptop,Safari,Windows,wifi,direct,84,ERR_VALIDATION,0,31.89,276.2,266,0
evt_50da2c11b2ee41b1,2025-09-29T17:02:18+08:00,S1734,sess_a5324a4791b2,35,edit_solution,Edit Solution,/exercise/edit,BSDS3002,Machine Learning Applications,EX758,,,Mobile,Firefox,macOS,wifi,lms,244,,0,2.91,116.6,200,4
evt_c5ed34a4b258405e,2025-09-26T19:57:43+08:00,S1380,sess_1a806bf907d0,21,end_session,End Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Safari,Linux,wifi,lms,314,,0,19.97,421.6,61,0
evt_535dfcf1522c4cfa,2025-10-03T06:18:59+08:00,S1549,sess_a87a53f2e001,26,start_session,Start Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Laptop,Chrome,Linux,wifi,direct,249,,0,27.06,650.5,89,0
evt_fd80609f4e9c4162,2025-10-07T02:58:55+08:00,S1619,sess_7570b11e0e20,40,submit_solution,Submit Solution,/exercise/submit,BSDS3001,Data Analytics Foundations,EX833,,,Desktop,Chrome,Windows,wifi,search,212,,1,36.17,799.5,114,0
evt_d365d82bb5704666,2025-09-29T00:23:09+08:00,S1628,sess_b8d4a776972b,23,submit_solution,Submit Solution,/exercise/submit,BSDS3002,Machine Learning Applications,EX279,,,Tablet,Safari,macOS,wifi,direct,44,,1,17.28,772.1,115,0
evt_16b3e84f5d254db3,2025-09-26T04:34:46+08:00,S1406,sess_5dc4383c5f21,34,write_reflection,Write Reflection,/reflection,BSDS3002,Machine Learning Applications,,,RF165,Laptop,Safari,macOS,ethernet,direct,222,,0,37.57,705.6,119,1
evt_19b158a0e0f84828,2025-10-04T01:12:22+08:00,S1214,sess_34d7185d8da0,5,open_resource,Open Resource,/resources/article,BSDS3001,Data Analytics Foundations,,RES821,,Laptop,Safari,Windows,wifi,direct,245,,0,3.89,387.1,115,1
evt_661c1e9286984667,2025-09-28T17:35:09+08:00,S1884,sess_69b97160c4e0,24,write_reflection,Write Reflection,/reflection,BSDS3002,Machine Learning Applications,,,RF920,Desktop,Safari,iOS,wifi,lms,114,ERR_500,0,30.29,1307.0,86,0
evt_e9e2a30342f843b8,2025-10-08T23:36:58+08:00,S1561,sess_baf70fff388b,30,submit_solution,Submit Solution,/exercise/submit,BSDS3004,AI and Society,EX524,,,Desktop,Chrome,macOS,wifi,internal_link,139,ERR_500,0,41.75,1072.7,58,1
evt_c5c566db0a6a4cb6,2025-10-07T19:02:14+08:00,S1029,sess_a21847020d16,34,end_session,End Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Mobile,Chrome,Windows,4g,direct,203,ERR_VALIDATION,0,24.49,614.6,23,0
evt_d3d3d57124cd498e,2025-10-02T22:15:41+08:00,S1694,sess_9efdafc06ce8,37,end_session,End Session,/dashboard,BSDS3004,AI and Society,,,,Desktop,Safari,macOS,4g,direct,150,ERR_VALIDATION,0,24.18,1285.4,72,1
evt_49145f20eec348df,2025-09-24T16:34:36+08:00,S1416,sess_c1b1fdf85367,16,edit_solution,Edit Solution,/exercise/edit,BSDS3001,Data Analytics Foundations,EX624,,,Mobile,Safari,iOS,wifi,direct,198,,0,0.51,766.3,498,1
evt_f8b8c1506e814130,2025-09-25T02:23:34+08:00,S1294,sess_8a100a6a8a42,30,start_session,Start Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Mobile,Chrome,Windows,wifi,search,282,,0,16.38,860.6,13,1
evt_7d12f49a613744f1,2025-10-07T19:46:19+08:00,S1369,sess_9ea176ceee0d,26,open_course,Open Course,/course/overview,BSDS3004,AI and Society,,,,Tablet,Chrome,Linux,wifi,direct,247,,0,36.29,880.1,39,0
evt_be8891271b914d92,2025-09-29T06:40:39+08:00,S1581,sess_934fcc4c2dcb,4,write_reflection,Write Reflection,/reflection,BSDS3004,AI and Society,,,RF305,Laptop,Firefox,macOS,ethernet,search,144,,0,30.51,331.4,43,1
evt_d9eab39f623d4742,2025-09-26T22:05:26+08:00,S1787,sess_46a42952a281,33,open_course,Open Course,/course/overview,BSDS3004,AI and Society,,,,Desktop,Chrome,macOS,wifi,direct,228,,0,33.96,824.2,47,1
evt_8a53de35f34545b7,2025-10-09T05:36:46+08:00,S1015,sess_c7066d58ae79,32,open_course,Open Course,/course/overview,BSDS3004,AI and Society,,,,Laptop,Chrome,macOS,wifi,lms,68,,0,17.71,1006.0,3,1
evt_e2c5d333edfa4af3,2025-10-01T03:35:05+08:00,S1887,sess_8177124fbae0,17,open_resource,Open Resource,/resources/article,BSDS3002,Machine Learning Applications,,RES850,,Desktop,Edge,Windows,wifi,direct,187,ERR_500,0,35.0,861.4,62,0
evt_94be95f6133e4e51,2025-10-05T01:39:07+08:00,S1019,sess_b7760e2e083f,15,start_exercise,Start Exercise,/exercise,BSDS3004,AI and Society,EX281,,,Desktop,Chrome,Windows,5g,direct,40,,0,30.48,436.7,364,2
evt_68f5b8e1b6a14bf2,2025-10-01T17:46:38+08:00,S1112,sess_8cbd61cb6064,8,start_exercise,Start Exercise,/exercise,BSDS3002,Machine Learning Applications,EX596,,,Laptop,Edge,Windows,wifi,search,69,,0,23.03,10.8,223,4
evt_fc404e709a664ccf,2025-10-03T20:04:54+08:00,S1159,sess_eeb111e90fb9,5,open_resource,Open Resource,/resources/article,BSDS3001,Data Analytics Foundations,,RES143,,Laptop,Safari,macOS,wifi,search,98,ERR_500,0,23.51,1011.5,103,1
evt_82ae45f7589443ab,2025-10-02T01:57:46+08:00,S1345,sess_b92431fe3f65,34,view_analytics,View Analytics,/analytics/progress,BSDS3004,AI and Society,,,,Laptop,Firefox,Linux,wifi,direct,180,ERR_VALIDATION,0,1.48,922.7,33,0
evt_d3087902f52746e2,2025-10-03T19:25:46+08:00,S1564,sess_a90cb81d1d6a,36,open_course,Open Course,/course/overview,BSDS3003,Blockchain and FinTech Systems,,,,Mobile,Edge,Windows,wifi,lms,141,ERR_TIMEOUT,0,32.27,1109.5,70,1
evt_868f7040cc6f48dc,2025-09-30T06:23:47+08:00,S1214,sess_34d7185d8da0,20,end_session,End Session,/dashboard,BSDS3004,AI and Society,,,,Laptop,Safari,Windows,wifi,lms,223,ERR_500,0,22.13,814.8,7,1
evt_9d0212632a8b45ef,2025-10-09T01:54:17+08:00,S1240,sess_44d138ba5095,8,view_analytics,View Analytics,/analytics/progress,BSDS3004,AI and Society,,,,Desktop,Firefox,Windows,wifi,direct,102,ERR_500,0,24.88,813.9,63,1
evt_93e57952cbef485a,2025-09-27T01:23:09+08:00,S1542,sess_248d5fed2e39,24,start_session,Start Session,/dashboard,BSDS3004,AI and Society,,,,Desktop,Safari,Windows,wifi,lms,185,ERR_TIMEOUT,0,15.78,748.7,66,1
evt_dca111d8a30b4cd0,2025-10-07T23:06:38+08:00,S1898,sess_639e657ff8d8,6,start_session,Start Session,/dashboard,BSDS3004,AI and Society,,,,Desktop,Edge,macOS,wifi,direct,221,ERR_VALIDATION,0,24.2,810.8,10,0
evt_0dabc9ad069a480b,2025-10-02T05:01:08+08:00,S1947,sess_c828504d6488,10,edit_solution,Edit Solution,/exercise/edit,BSDS3003,Blockchain and FinTech Systems,EX914,,,Laptop,Safari,Linux,wifi,direct,136,,0,28.31,1663.4,10,4
evt_9c87aa7b537d41d7,2025-09-24T21:01:51+08:00,S1276,sess_972990d07a8b,16,view_hint,View Hint,/exercise/hints,BSDS3002,Machine Learning Applications,,,,Tablet,Safari,Windows,wifi,direct,209,ERR_VALIDATION,0,26.79,252.4,99,0
evt_85b31eda30844a10,2025-10-02T21:35:38+08:00,S1697,sess_92c6e0a26554,36,view_analytics,View Analytics,/analytics/progress,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Edge,macOS,5g,lms,189,ERR_TIMEOUT,0,5.98,610.8,70,0
evt_f333b988b43442bd,2025-09-28T21:59:00+08:00,S1278,sess_935c629259b6,6,end_session,End Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Laptop,Chrome,macOS,wifi,lms,134,,0,19.4,2229.0,49,1
evt_5fb55cebbb324409,2025-09-30T05:27:24+08:00,S1341,sess_bdf7fd41625e,8,start_session,Start Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Laptop,Safari,Android,5g,internal_link,89,,0,31.66,1080.4,8,0
evt_1809aa72426c4ad5,2025-09-30T16:53:07+08:00,S1534,sess_f1c572587da5,39,edit_solution,Edit Solution,/exercise/edit,BSDS3003,Blockchain and FinTech Systems,EX932,,,Laptop,Edge,Windows,wifi,search,224,ERR_TIMEOUT,0,3.17,1018.7,60,3
evt_28445cbdb00d492e,2025-10-07T21:20:24+08:00,S1603,sess_19c8c7602abe,24,end_session,End Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Laptop,Edge,macOS,ethernet,lms,146,,0,25.18,1817.5,20,0
evt_0be8c70e70fd4536,2025-10-01T01:57:09+08:00,S1143,sess_307d4b6a878e,2,open_resource,Open Resource,/resources/article,BSDS3001,Data Analytics Foundations,,RES200,,Mobile,Safari,Windows,wifi,direct,87,,0,6.57,578.0,23,1
evt_c3ae8733ac3244ff,2025-09-24T19:37:45+08:00,S1608,sess_4c04eda15eb4,35,view_analytics,View Analytics,/analytics/progress,BSDS3003,Blockchain and FinTech Systems,,,,Desktop,Chrome,macOS,ethernet,direct,241,,0,21.78,577.7,16,0
evt_e8d1c51b59024cee,2025-10-06T03:29:45+08:00,S1824,sess_729e5d35a1a0,37,open_course,Open Course,/course/overview,BSDS3004,AI and Society,,,,Laptop,Safari,Linux,4g,direct,64,ERR_500,0,28.78,1312.3,50,0
evt_935aa47f4c884a40,2025-10-07T20:48:17+08:00,S1321,sess_bec3678b0b44,22,open_resource,Open Resource,/resources/article,BSDS3003,Blockchain and FinTech Systems,,RES349,,Laptop,Chrome,macOS,wifi,direct,40,ERR_TIMEOUT,0,35.53,1077.8,81,1
evt_c891b0fe32934bc2,2025-09-26T23:25:10+08:00,S1915,sess_cd5d53e13416,18,open_resource,Open Resource,/resources/article,BSDS3002,Machine Learning Applications,,RES437,,Laptop,Safari,macOS,wifi,direct,71,ERR_TIMEOUT,0,21.38,872.6,109,1
evt_4708d24c47a34d82,2025-09-26T06:19:38+08:00,S1347,sess_98746b5faa50,5,open_resource,Open Resource,/resources/article,BSDS3004,AI and Society,,RES984,,Laptop,Firefox,Linux,wifi,search,93,,0,8.72,1420.3,103,1
evt_7d983ab696084b47,2025-10-07T18:41:43+08:00,S1167,sess_2772b7713b6c,31,open_course,Open Course,/course/overview,BSDS3001,Data Analytics Foundations,,,,Tablet,Chrome,macOS,wifi,direct,78,ERR_TIMEOUT,0,31.1,301.4,91,0
evt_7339f0eded1e4f19,2025-09-27T21:49:32+08:00,S1987,sess_0260a7fcdd56,6,submit_solution,Submit Solution,/exercise/submit,BSDS3001,Data Analytics Foundations,EX783,,,Laptop,Edge,Windows,4g,email,163,,1,8.12,934.9,77,0
evt_294c03dab97c408b,2025-09-29T16:49:33+08:00,S1956,sess_85959e181de3,19,open_resource,Open Resource,/resources/article,BSDS3004,AI and Society,,RES333,,Laptop,Safari,Android,4g,direct,51,ERR_TIMEOUT,0,18.97,462.8,86,1
evt_b630a24e5dbe47a2,2025-10-04T20:19:11+08:00,S1370,sess_b3386ba2d8e6,11,view_analytics,View Analytics,/analytics/progress,BSDS3004,AI and Society,,,,Desktop,Firefox,Windows,wifi,lms,393,,0,20.7,271.8,113,1
evt_4e565d3fb0a34044,2025-10-08T21:43:03+08:00,S1922,sess_cf9333e534d8,15,end_session,End Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Mobile,Safari,macOS,wifi,search,139,ERR_VALIDATION,0,27.71,916.5,109,0
evt_75340d89e2e74b4d,2025-09-29T22:29:22+08:00,S1339,sess_0b0d40302f9c,12,view_analytics,View Analytics,/analytics/progress,BSDS3002,Machine Learning Applications,,,,Laptop,Chrome,macOS,4g,direct,128,ERR_TIMEOUT,0,23.42,1509.4,61,0
evt_a8a3379173bb4b4e,2025-09-28T17:23:00+08:00,S1935,sess_7aff5c4ed670,23,open_course,Open Course,/course/overview,BSDS3003,Blockchain and FinTech Systems,,,,Mobile,Chrome,Android,wifi,lms,255,ERR_500,0,11.71,1286.6,11,1
evt_9a00d99b94324139,2025-10-08T01:46:19+08:00,S1382,sess_996f7088370a,9,submit_solution,Submit Solution,/exercise/submit,BSDS3001,Data Analytics Foundations,EX338,,,Laptop,Safari,macOS,wifi,search,160,ERR_TIMEOUT,0,30.26,367.9,99,1
evt_78c0840cf1b94b0d,2025-09-29T03:57:48+08:00,S1921,sess_388b3b7cf1b8,25,write_reflection,Write Reflection,/reflection,BSDS3003,Blockchain and FinTech Systems,,,RF645,Desktop,Chrome,Windows,ethernet,direct,291,ERR_500,0,10.77,880.5,20,1
evt_5f927ab92cad48a0,2025-10-07T23:53:43+08:00,S1090,sess_53226bb27562,9,end_session,End Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Tablet,Edge,Windows,4g,lms,199,,0,35.02,934.5,52,1
evt_23f8d96fda89449a,2025-09-30T06:31:24+08:00,S1818,sess_48e6a623ee15,21,edit_solution,Edit Solution,/exercise/edit,BSDS3002,Machine Learning Applications,EX922,,,Tablet,Safari,iOS,ethernet,direct,193,,0,9.15,386.8,305,4
evt_89bc5f5eea124bab,2025-10-02T17:34:44+08:00,S1053,sess_ec1ccc93972f,30,open_resource,Open Resource,/resources/article,BSDS3001,Data Analytics Foundations,,RES410,,Laptop,Edge,macOS,ethernet,direct,181,,0,24.86,679.1,116,0
evt_78e147c32cf54cfe,2025-10-04T17:35:10+08:00,S1973,sess_dd694d30e0cb,6,view_hint,View Hint,/exercise/hints,BSDS3001,Data Analytics Foundations,,,,Laptop,Safari,Linux,wifi,direct,119,ERR_500,0,35.19,1146.9,73,2
evt_50b555b5100741e5,2025-10-06T22:25:16+08:00,S1222,sess_e1d35e8d394e,32,open_resource,Open Resource,/resources/article,BSDS3003,Blockchain and FinTech Systems,,RES969,,Tablet,Chrome,Windows,wifi,lms,51,,0,20.15,101.6,23,1
evt_150c9cf04d8e46c1,2025-10-01T02:59:54+08:00,S1915,sess_082d656623df,5,start_exercise,Start Exercise,/exercise,BSDS3003,Blockchain and FinTech Systems,EX713,,,Desktop,Safari,Windows,wifi,internal_link,249,,0,37.56,885.4,443,0
evt_06b7779386234d5c,2025-10-08T03:44:07+08:00,S1212,sess_1609a693f81c,31,open_course,Open Course,/course/overview,BSDS3004,AI and Society,,,,Laptop,Firefox,iOS,wifi,search,46,ERR_VALIDATION,0,15.96,1774.9,55,1
evt_6050fede1ac54b68,2025-09-26T22:58:39+08:00,S1950,sess_a505981434d2,25,start_session,Start Session,/dashboard,BSDS3004,AI and Society,,,,Laptop,Chrome,macOS,wifi,direct,348,,0,5.26,1152.4,52,1
evt_6afa0c016a5942bc,2025-09-29T22:56:03+08:00,S1170,sess_b63efb819391,3,open_resource,Open Resource,/resources/article,BSDS3001,Data Analytics Foundations,,RES809,,Laptop,Chrome,macOS,wifi,lms,255,,0,12.21,603.3,38,0
evt_a480b45607054eab,2025-09-26T04:00:04+08:00,S1976,sess_14cefe8f1c16,15,write_reflection,Write Reflection,/reflection,BSDS3002,Machine Learning Applications,,,RF830,Desktop,Safari,Windows,5g,internal_link,157,,0,34.29,561.5,4,0
evt_886257bb93364586,2025-09-28T17:04:34+08:00,S1253,sess_b1646f948816,33,view_hint,View Hint,/exercise/hints,BSDS3002,Machine Learning Applications,,,,Laptop,Safari,Windows,ethernet,direct,296,,0,20.07,1002.5,95,4
evt_7c9f824aa1974e40,2025-10-02T21:53:45+08:00,S1858,sess_209cc8b64c86,30,start_exercise,Start Exercise,/exercise,BSDS3003,Blockchain and FinTech Systems,EX660,,,Desktop,Safari,Windows,5g,direct,149,,0,22.78,1313.2,397,2
evt_7f4881feb0234200,2025-09-25T01:24:28+08:00,S1039,sess_1510c9190f2a,4,start_session,Start Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Laptop,Chrome,Windows,ethernet,search,279,,0,23.99,1122.5,108,0
evt_2763b8548fda4293,2025-09-29T22:11:33+08:00,S1708,sess_f75a3d8123ff,39,submit_solution,Submit Solution,/exercise/submit,BSDS3003,Blockchain and FinTech Systems,EX307,,,Laptop,Firefox,macOS,wifi,email,232,ERR_TIMEOUT,0,11.26,943.3,115,0
evt_8008935fc95f4579,2025-10-04T18:49:36+08:00,S1263,sess_ead51863aa88,3,open_course,Open Course,/course/overview,BSDS3001,Data Analytics Foundations,,,,Laptop,Chrome,Windows,wifi,direct,40,ERR_VALIDATION,0,13.81,974.9,47,0
evt_93efb43e40834f33,2025-09-28T03:57:07+08:00,S1432,sess_35b24270e547,30,write_reflection,Write Reflection,/reflection,BSDS3002,Machine Learning Applications,,,RF236,Tablet,Safari,macOS,wifi,internal_link,135,,0,23.45,1281.2,109,1
evt_923ac40edd374348,2025-09-28T19:19:07+08:00,S1715,sess_d6982680c0d4,34,start_session,Start Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Firefox,Windows,wifi,direct,253,ERR_TIMEOUT,0,33.06,1256.3,49,1
evt_17a9fad44cb94a68,2025-09-28T04:13:45+08:00,S1740,sess_bc87c2bd0fd0,37,start_session,Start Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Tablet,Chrome,Windows,4g,direct,216,,0,20.23,724.2,75,1
evt_9c163c09f7394846,2025-09-30T05:08:39+08:00,S1857,sess_f8b90a6e0546,29,open_resource,Open Resource,/resources/article,BSDS3004,AI and Society,,RES287,,Laptop,Chrome,macOS,wifi,direct,268,ERR_500,0,28.18,1068.6,21,0
evt_5fb3d3b4678e4d90,2025-09-30T17:10:46+08:00,S1604,sess_08572bfc9987,26,start_session,Start Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Laptop,Chrome,Windows,wifi,direct,97,ERR_TIMEOUT,0,11.55,948.5,66,0
evt_77f9bc3d103948c2,2025-10-08T00:50:00+08:00,S1007,sess_5f927a07f6e8,23,open_course,Open Course,/course/overview,BSDS3004,AI and Society,,,,Laptop,Chrome,Android,wifi,lms,120,ERR_500,0,29.66,726.8,60,1
evt_a57a75c67a8f4a20,2025-09-28T03:24:47+08:00,S1031,sess_7d36398c0874,3,edit_solution,Edit Solution,/exercise/edit,BSDS3003,Blockchain and FinTech Systems,EX373,,,Laptop,Chrome,Windows,wifi,email,89,ERR_VALIDATION,0,18.03,154.6,338,4
evt_ee2a75c63c9247bd,2025-10-06T03:04:31+08:00,S1493,sess_acfd33fc7e7a,37,start_session,Start Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Laptop,Firefox,macOS,wifi,direct,201,,0,20.22,669.0,89,0
evt_0560bd84342f4e15,2025-10-04T17:03:57+08:00,S1450,sess_454916d8305f,13,view_analytics,View Analytics,/analytics/progress,BSDS3003,Blockchain and FinTech Systems,,,,Mobile,Safari,Windows,4g,search,206,ERR_VALIDATION,0,12.02,1488.2,31,1
evt_521996f672944d51,2025-10-04T23:54:08+08:00,S1740,sess_bc87c2bd0fd0,4,edit_solution,Edit Solution,/exercise/edit,BSDS3004,AI and Society,EX334,,,Desktop,Firefox,Windows,wifi,lms,96,ERR_TIMEOUT,0,27.0,602.9,511,1
evt_86e2041a472d4c0d,2025-10-06T20:00:26+08:00,S1833,sess_63246e648c91,27,start_session,Start Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Laptop,Edge,macOS,5g,lms,332,ERR_TIMEOUT,0,37.18,790.7,40,1
evt_8bc6327a40f04f94,2025-09-25T20:11:28+08:00,S1691,sess_f27eb50c7c62,32,start_exercise,Start Exercise,/exercise,BSDS3002,Machine Learning Applications,EX878,,,Tablet,Chrome,macOS,wifi,lms,193,,0,24.16,1068.4,466,4
evt_d17a4e8002a74fc0,2025-09-29T22:29:45+08:00,S1276,sess_972990d07a8b,39,end_session,End Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Desktop,Firefox,iOS,ethernet,direct,185,ERR_500,0,29.48,855.6,90,1
evt_1138c75fa9164688,2025-10-01T20:54:51+08:00,S1302,sess_2e4fb2a7ca2f,1,start_session,Start Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Mobile,Chrome,Linux,wifi,internal_link,329,ERR_TIMEOUT,0,7.12,640.5,58,0
evt_fe2b26059a954de8,2025-10-04T23:45:47+08:00,S1468,sess_f5dd8f2b4395,13,submit_solution,Submit Solution,/exercise/submit,BSDS3003,Blockchain and FinTech Systems,EX604,,,Laptop,Chrome,iOS,5g,direct,40,,0,3.49,588.9,95,0
evt_7057481aabc442f5,2025-09-25T02:16:00+08:00,S1225,sess_16a7eeedf50a,21,view_hint,View Hint,/exercise/hints,BSDS3002,Machine Learning Applications,,,,Laptop,Chrome,iOS,ethernet,direct,259,,0,26.88,987.4,21,4
evt_3a3cd982f0ec4af7,2025-10-04T06:13:33+08:00,S1640,sess_e9e9b4cac6b9,5,edit_solution,Edit Solution,/exercise/edit,BSDS3003,Blockchain and FinTech Systems,EX291,,,Laptop,Chrome,macOS,wifi,direct,135,,0,32.77,628.1,527,2
evt_9a07859061dd4cd4,2025-09-29T21:32:57+08:00,S1478,sess_69b5a32c5172,23,end_session,End Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Laptop,Edge,macOS,wifi,direct,220,ERR_TIMEOUT,0,29.53,1261.6,50,0
evt_06367e55e3df450e,2025-10-04T18:07:39+08:00,S1974,sess_e8daa9576729,37,view_analytics,View Analytics,/analytics/progress,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Firefox,Windows,wifi,direct,128,,0,8.48,594.6,91,0
evt_138aa83cc90644cc,2025-09-25T20:03:46+08:00,S1301,sess_2d763e2ab2e0,21,open_resource,Open Resource,/resources/article,BSDS3002,Machine Learning Applications,,RES979,,Desktop,Chrome,macOS,4g,email,109,,0,13.55,352.4,71,0
evt_83816a3b8e224672,2025-10-08T06:44:07+08:00,S1423,sess_14ae72674c6e,32,submit_solution,Submit Solution,/exercise/submit,BSDS3003,Blockchain and FinTech Systems,EX813,,,Laptop,Chrome,macOS,ethernet,search,149,ERR_TIMEOUT,0,15.29,601.2,51,1
evt_492263852d7b41cf,2025-09-28T17:26:23+08:00,S1018,sess_f94afe5b3876,2,edit_solution,Edit Solution,/exercise/edit,BSDS3003,Blockchain and FinTech Systems,EX380,,,Tablet,Safari,Windows,ethernet,direct,139,,0,31.13,1347.9,8,4
evt_7d71c32a1fb64e0b,2025-10-07T18:56:13+08:00,S1783,sess_894b81cceaea,39,start_exercise,Start Exercise,/exercise,BSDS3002,Machine Learning Applications,EX635,,,Laptop,Chrome,Android,wifi,lms,166,ERR_TIMEOUT,0,27.59,895.4,153,2
evt_4600685709f84eb0,2025-10-08T00:58:41+08:00,S1102,sess_f5499bfb2da6,12,view_analytics,View Analytics,/analytics/progress,BSDS3004,AI and Society,,,,Tablet,Chrome,macOS,4g,direct,224,ERR_VALIDATION,0,41.58,788.1,11,0
evt_2d0f591b112a4749,2025-09-29T01:13:28+08:00,S1708,sess_f75a3d8123ff,32,view_analytics,View Analytics,/analytics/progress,BSDS3001,Data Analytics Foundations,,,,Laptop,Safari,Windows,4g,lms,143,,0,1.1,1188.4,23,1
evt_5bc07e77036c4bde,2025-09-30T02:46:40+08:00,S1202,sess_2be352bf8e78,17,start_session,Start Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Laptop,Safari,macOS,ethernet,direct,110,,0,10.03,127.0,82,0
evt_9ac5ccbb3cc04e60,2025-09-30T21:38:35+08:00,S1373,sess_c577d94fb9c5,2,open_resource,Open Resource,/resources/article,BSDS3001,Data Analytics Foundations,,RES205,,Tablet,Safari,macOS,5g,lms,195,,0,13.88,649.0,74,1
evt_8bf221a5384b4c9d,2025-10-06T06:51:27+08:00,S1692,sess_3861b51c47e3,32,submit_solution,Submit Solution,/exercise/submit,BSDS3002,Machine Learning Applications,EX804,,,Laptop,Chrome,Windows,wifi,search,129,ERR_TIMEOUT,0,35.46,806.8,48,1
evt_342d5eaa80034e8e,2025-09-29T06:25:15+08:00,S1560,sess_1d01d67774db,4,edit_solution,Edit Solution,/exercise/edit,BSDS3004,AI and Society,EX262,,,Laptop,Firefox,Android,wifi,lms,192,ERR_TIMEOUT,0,18.11,1157.3,74,0
evt_518e8d787f7449fe,2025-09-24T18:55:23+08:00,S1624,sess_ea4e8ab2caeb,2,open_resource,Open Resource,/resources/article,BSDS3002,Machine Learning Applications,,RES159,,Laptop,Firefox,Windows,wifi,direct,40,ERR_500,0,18.58,591.5,19,0
evt_80f72ba199134ce7,2025-09-30T19:25:26+08:00,S1541,sess_7bc122055720,40,submit_solution,Submit Solution,/exercise/submit,BSDS3001,Data Analytics Foundations,EX841,,,Desktop,Chrome,Windows,wifi,direct,161,,1,20.62,976.0,103,1
evt_5326be696c6a4f61,2025-10-06T02:08:27+08:00,S1569,sess_c92cb1dab5ee,33,start_session,Start Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Safari,macOS,5g,lms,153,,0,31.94,1176.9,54,0
evt_34650cb57f094ed2,2025-09-27T03:53:42+08:00,S1583,sess_bcb6962d4cfb,14,view_analytics,View Analytics,/analytics/progress,BSDS3004,AI and Society,,,,Laptop,Chrome,Linux,ethernet,direct,228,,0,46.17,879.7,105,0
evt_211dfca522c04c86,2025-10-06T16:34:59+08:00,S1899,sess_349658034516,10,start_exercise,Start Exercise,/exercise,BSDS3001,Data Analytics Foundations,EX211,,,Laptop,Chrome,macOS,wifi,search,81,ERR_TIMEOUT,0,24.11,793.8,103,0
evt_87aa65f366c94803,2025-09-28T20:56:09+08:00,S1788,sess_eb8486266d50,37,start_exercise,Start Exercise,/exercise,BSDS3001,Data Analytics Foundations,EX579,,,Laptop,Safari,Windows,wifi,direct,178,,0,9.9,31.4,164,1
evt_82ee317ea89d4af1,2025-10-05T19:55:03+08:00,S1004,sess_562275a5ce41,38,view_hint,View Hint,/exercise/hints,BSDS3001,Data Analytics Foundations,,,,Laptop,Safari,Windows,4g,direct,279,ERR_VALIDATION,0,15.22,935.7,62,3
evt_78007a71cbe04527,2025-09-28T20:02:32+08:00,S1433,sess_1253a5186880,1,view_hint,View Hint,/exercise/hints,BSDS3004,AI and Society,,,,Laptop,Edge,macOS,wifi,direct,238,,0,5.25,619.9,4,4
